ID,name,full_name,nationality,league,club,age,birth_date,height_cm,weight_kg,eur_value,eur_wage
216451,J. Seri,Jean Michaël Seri,Ivory Coast,French Ligue 1,OGC Nice,25,1991-07-19,168.0,65.0,26000000.0,45000.0
215785,K. Baldé Diao,Keita Baldé Diao,Senegal,French Ligue 1,AS Monaco,22,1995-03-08,181.0,80.0,32500000.0,46000.0
213331,J. Tah,Jonathan Tah,Germany,German Bundesliga,Bayer 04 Leverkusen,21,1996-02-11,192.0,92.0,26000000.0,47000.0
212404,F. Bernardeschi,Federico Bernardeschi,Italy,Italian Serie A,Juventus,23,1994-02-16,183.0,75.0,30500000.0,110000.0
212188,T. Werner,Timo Werner,Germany,German Bundesliga,RB Leipzig,21,1996-03-06,180.0,75.0,30500000.0,68000.0
211575,André Gomes,André Filipe Tavares Gomes,Portugal,Spanish Primera División,FC Barcelona,23,1993-07-30,188.0,84.0,30000000.0,150000.0
211300,A. Martial,Anthony Martial,France,English Premier League,Manchester United,21,1995-12-05,181.0,76.0,33000000.0,115000.0
208808,Q. Promes,Quincy Promes,Netherlands,Russian Premier League,Spartak Moscow,25,1992-01-04,174.0,72.0,28000000.0,76000.0
208618,Lucas Vázquez,Lucas Vázquez Iglesias,Spain,Spanish Primera División,Real Madrid CF,26,1991-07-01,173.0,70.0,26000000.0,185000.0
208421,Saúl,Saúl Ñíguez Esclápez,Spain,Spanish Primera División,Atlético Madrid,22,1994-11-21,181.0,70.0,32000000.0,59000.0
207863,Felipe,Felipe Augusto de Almeida Monteiro,Brazil,Portuguese Primeira Liga,FC Porto,28,1989-05-16,185.0,77.0,18000000.0,20000.0
207664,C. Bacca,Carlos Bacca,Colombia,Spanish Primera División,Villarreal CF,30,1986-09-08,181.0,77.0,21500000.0,125000.0
207471,F. Vázquez,Franco Vázquez,Italy,Spanish Primera División,Sevilla FC,28,1989-02-22,186.0,82.0,22500000.0,27000.0
207410,M. Kovačić,Mateo Kovačić,Croatia,Spanish Primera División,Real Madrid CF,23,1994-05-06,178.0,77.0,30000000.0,150000.0
206652,Sergio Rico,Sergio Rico González,Spain,Spanish Primera División,Sevilla FC,23,1993-09-01,194.0,88.0,21500000.0,16000.0
206545,Manu Trigueros,Manuel Trigueros Muñoz,Spain,Spanish Primera División,Villarreal CF,25,1991-10-17,178.0,71.0,27500000.0,43000.0
205452,A. Rüdiger,Antonio Rüdiger,Germany,English Premier League,Chelsea,24,1993-03-03,190.0,85.0,24500000.0,105000.0
204970,F. Thauvin,Florian Thauvin,France,French Ligue 1,Olympique de Marseille,24,1993-01-26,179.0,70.0,28000000.0,40000.0
204639,S. Savić,Stefan Savić,Montenegro,Spanish Primera División,Atlético Madrid,26,1991-01-08,187.0,79.0,24000000.0,62000.0
204525,Iñigo Martínez,Iñigo Martínez Berridi,Spain,Spanish Primera División,Real Sociedad,26,1991-05-17,182.0,79.0,24000000.0,37000.0
204277,Roque Mesa,Roque Mesa Quevedo,Spain,English Premier League,Swansea City,28,1989-06-07,171.0,74.0,18000000.0,85000.0
203551,A. Florenzi,Alessandro Florenzi,Italy,Italian Serie A,Roma,26,1991-03-11,173.0,67.0,22000000.0,73000.0
203483,D. Klaassen,Davy Klaassen,Netherlands,English Premier League,Everton,24,1993-02-21,179.0,70.0,27500000.0,110000.0
202857,K. Bellarabi,Karim Bellarabi,Germany,German Bundesliga,Bayer 04 Leverkusen,27,1990-04-08,183.0,80.0,23000000.0,67000.0
202652,R. Sterling,Raheem Sterling,England,English Premier League,Manchester City,22,1994-12-08,170.0,69.0,29500000.0,140000.0
202651,Suso,Jesús Joaquín Fernández Sáez,Spain,Italian Serie A,Milan,23,1993-11-19,176.0,70.0,29500000.0,110000.0
202477,Deulofeu,Gerard Deulofeu Lázaro,Spain,Spanish Primera División,FC Barcelona,23,1994-03-13,177.0,73.0,31000000.0,165000.0
202335,E. Dier,Eric Dier,England,English Premier League,Tottenham Hotspur,23,1994-01-15,188.0,90.0,25000000.0,85000.0
201862,M. Rojo,Marcos Rojo,Argentina,English Premier League,Manchester United,27,1990-03-20,187.0,80.0,21000000.0,130000.0
200949,Lucas,Lucas Rodrigues M. Silva,Brazil,French Ligue 1,Paris Saint-Germain,24,1992-08-13,172.0,72.0,28000000.0,92000.0
200104,H. Son,Heung Min Son,Korea Republic,English Premier League,Tottenham Hotspur,24,1992-07-08,183.0,77.0,28000000.0,95000.0
199845,F. Acerbi,Francesco Acerbi,Italy,Italian Serie A,Sassuolo,29,1988-02-10,192.0,88.0,17000000.0,68000.0
199503,G. Xhaka,Granit Xhaka,Switzerland,English Premier League,Arsenal,24,1992-09-27,185.0,82.0,27500000.0,110000.0
198164,Jonathan Viera,Jonathan Viera Ramos,Spain,Spanish Primera División,UD Las Palmas,27,1989-10-01,170.0,64.0,23000000.0,31000.0
197965,Pizzi,Luis Miguel Afonso Fernandes,Portugal,Portuguese Primeira Liga,SL Benfica,27,1989-10-06,177.0,72.0,23000000.0,19000.0
195093,Willian José,Willian José da Silva,Brazil,Spanish Primera División,Real Sociedad,25,1991-11-23,189.0,93.0,29000000.0,42000.0
194794,A. Yarmolenko,Andriy Yarmolenko,Ukraine,German Bundesliga,Borussia Dortmund,27,1989-10-23,190.0,83.0,23000000.0,78000.0
193698,O. Baumann,Oliver Baumann,Germany,German Bundesliga,TSG 1899 Hoffenheim,27,1990-06-02,187.0,82.0,18000000.0,37000.0
193532,G. Medel,Gary Medel,Chile,Turkish Süper Lig,Beşiktaş JK,29,1987-08-03,171.0,71.0,17000000.0,64000.0
193469,Víctor Ruíz,Víctor Ruíz Torre,Spain,Spanish Primera División,Villarreal CF,28,1989-01-25,185.0,78.0,20000000.0,43000.0
193348,X. Shaqiri,Xherdan Shaqiri,Switzerland,English Premier League,Stoke City,25,1991-10-10,169.0,72.0,26500000.0,85000.0
193082,J. Cuadrado,Juan Cuadrado,Colombia,Italian Serie A,Juventus,29,1988-05-26,179.0,71.0,21500000.0,130000.0
190483,Douglas Costa,Douglas Costa de Souza,Brazil,Italian Serie A,Juventus,26,1990-09-14,170.0,65.0,24000000.0,115000.0
190456,N. Clyne,Nathaniel Clyne,England,English Premier League,Liverpool,26,1991-04-05,175.0,67.0,22000000.0,115000.0
189560,Iborra,Vicente Iborra de la Fuente,Spain,English Premier League,Leicester City,29,1988-01-16,190.0,91.0,17000000.0,85000.0
188942,V. Wanyama,Victor Wanyama,Kenya,English Premier League,Tottenham Hotspur,26,1991-06-25,184.0,87.0,23000000.0,99000.0
188803,Taison,Taison Barcellos Freda,Brazil,Ukrainian Premier League,Shakhtar Donetsk,29,1988-01-13,172.0,64.0,21500000.0,1000.0
187754,Marlos,Marlos Romero Bonfim,Ukraine,Ukrainian Premier League,Shakhtar Donetsk,29,1988-06-07,174.0,69.0,21500000.0,1000.0
187072,L. Stindl,Lars Stindl,Germany,German Bundesliga,Borussia Mönchengladbach,28,1988-08-26,181.0,80.0,23000000.0,56000.0
186627,M. Balotelli,Mario Balotelli,Italy,French Ligue 1,OGC Nice,26,1990-08-12,189.0,88.0,24500000.0,51000.0
186561,A. Ramsey,Aaron Ramsey,Wales,English Premier League,Arsenal,26,1990-12-26,183.0,76.0,25500000.0,130000.0
186153,W. Szczęsny,Wojciech Szczęsny,Poland,Italian Serie A,Juventus,27,1990-04-18,196.0,85.0,18000000.0,90000.0
184484,G. Sigurðsson,Gylfi Sigurðsson,Iceland,English Premier League,Everton,27,1989-09-08,186.0,77.0,23000000.0,130000.0
184267,Y. Brahimi,Yacine Brahimi,Algeria,Portuguese Primeira Liga,FC Porto,27,1990-02-08,175.0,66.0,23000000.0,21000.0
184200,M. Arnautović,Marko Arnautović,Austria,English Premier League,West Ham United,28,1989-04-19,192.0,83.0,22500000.0,125000.0
183711,J. Henderson,Jordan Henderson,England,English Premier League,Liverpool,27,1990-06-17,182.0,67.0,21500000.0,115000.0
183574,M. Kruse,Max Kruse,Germany,German Bundesliga,SV Werder Bremen,29,1988-03-19,180.0,76.0,22000000.0,47000.0
183497,O. Karnezis,Orestis Karnezis,Greece,English Premier League,Watford,31,1985-07-11,190.0,81.0,13500000.0,30000.0
183376,L. Fejsa,Ljubomir Fejsa,Serbia,Portuguese Primeira Liga,SL Benfica,28,1988-08-14,183.0,80.0,18000000.0,18000.0
182494,F. Muslera,Fernando Muslera,Uruguay,Turkish Süper Lig,Galatasaray SK,31,1986-06-16,190.0,84.0,13500000.0,57000.0
181786,V. Ćorluka,Vedran Ćorluka,Croatia,Russian Premier League,Lokomotiv Moscow,31,1986-02-05,192.0,84.0,15000000.0,54000.0
181291,G. Wijnaldum,Georginio Wijnaldum,Netherlands,English Premier League,Liverpool,26,1990-11-11,175.0,69.0,27000000.0,130000.0
179847,F. Fazio,Federico Fazio,Argentina,Italian Serie A,Roma,30,1987-03-17,195.0,85.0,16500000.0,73000.0
178509,O. Giroud,Olivier Giroud,France,English Premier League,Arsenal,30,1986-09-30,192.0,88.0,21500000.0,140000.0
178372,B. Ivanović,Branislav Ivanović,Serbia,Russian Premier League,Zenit St. Petersburg,33,1984-02-22,185.0,91.0,9000000.0,73000.0
178224,J. Hernández,Javier Hernández,Mexico,English Premier League,West Ham United,29,1988-06-01,175.0,73.0,22000000.0,135000.0
177600,Beñat,Beñat Etxebarria Urkiaga,Spain,Spanish Primera División,Athletic Club de Bilbao,30,1987-02-19,177.0,76.0,20500000.0,35000.0
177457,L. Bender,Lars Bender,Germany,German Bundesliga,Bayer 04 Leverkusen,28,1989-04-27,185.0,81.0,20000000.0,64000.0
177413,A. Witsel,Axel Witsel,Belgium,,,28,1989-01-12,186.0,73.0,0.0,0.0
176600,K. Gameiro,Kévin Gameiro,France,Spanish Primera División,Atlético Madrid,30,1987-05-09,173.0,70.0,21500000.0,73000.0
174543,C. Bravo,Claudio Bravo,Chile,English Premier League,Manchester City,34,1983-04-13,184.0,80.0,9000000.0,110000.0
172723,A. Begović,Asmir Begović,Bosnia Herzegovina,English Premier League,Bournemouth,30,1987-06-20,199.0,83.0,14000000.0,64000.0
171919,Naldo,Ronaldo Aparecido Rodrigues,Brazil,German Bundesliga,FC Schalke 04,34,1982-09-10,198.0,91.0,6500000.0,48000.0
171833,D. Sturridge,Daniel Sturridge,England,English Premier League,Liverpool,27,1989-09-01,180.0,76.0,23500000.0,140000.0
169595,D. Rose,Danny Rose,England,English Premier League,Tottenham Hotspur,26,1990-07-02,174.0,76.0,21000000.0,99000.0
169416,C. Vela,Carlos Vela,Mexico,Spanish Primera División,Real Sociedad,28,1989-03-01,177.0,77.0,22500000.0,46000.0
168354,E. Viviano,Emiliano Viviano,Italy,Italian Serie A,Sampdoria,31,1985-12-01,195.0,90.0,13500000.0,37000.0
167431,G. Castro,Gonzalo Castro,Germany,German Bundesliga,Borussia Dortmund,30,1987-06-11,172.0,74.0,20500000.0,72000.0
165239,S. Nasri,Samir Nasri,France,Turkish Süper Lig,Antalyaspor,30,1987-06-26,175.0,75.0,21000000.0,29000.0
163824,A. Williams,Ashley Williams,Wales,English Premier League,Everton,32,1984-08-23,183.0,77.0,12500000.0,115000.0
163631,L. Baines,Leighton Baines,England,English Premier League,Everton,32,1984-12-11,170.0,74.0,12500000.0,115000.0
163489,A. Consigli,Andrea Consigli,Italy,Italian Serie A,Sassuolo,30,1987-01-27,189.0,82.0,14000000.0,52000.0
162347,João Moutinho,João Filipe Moutinho,Portugal,French Ligue 1,AS Monaco,30,1986-09-08,170.0,61.0,20500000.0,48000.0
158121,B. Costil,Benoît Costil,France,French Ligue 1,Girondins de Bordeaux,29,1987-07-03,187.0,88.0,15000000.0,46000.0
157481,Raúl Albiol,Raúl Albiol Tortajada,Spain,Italian Serie A,Napoli,31,1985-09-04,190.0,82.0,15000000.0,73000.0
150724,J. Hart,Joe Hart,England,English Premier League,West Ham United,30,1987-04-19,196.0,91.0,14000000.0,110000.0
150418,M. Gómez,Mario Gómez,Germany,German Bundesliga,VfL Wolfsburg,31,1985-07-10,189.0,88.0,20000000.0,85000.0
146760,Juanfran,Juan Francisco Torres Belén,Spain,Spanish Primera División,Atlético Madrid,32,1985-01-09,180.0,72.0,12500000.0,62000.0
144622,Raffael,Raffael Caetano de Araújo,Brazil,German Bundesliga,Borussia Mönchengladbach,32,1985-03-28,174.0,69.0,17500000.0,54000.0
143745,A. Turan,Arda Turan,Turkey,Spanish Primera División,FC Barcelona,30,1987-01-30,175.0,76.0,20500000.0,170000.0
135507,Fernandinho,Fernando Luiz Rosa,Brazil,English Premier League,Manchester City,32,1985-05-04,179.0,67.0,12500000.0,130000.0
113422,David Villa,David Villa Sánchez,Spain,USA Major League Soccer,New York City Football Club,35,1981-12-03,175.0,69.0,10000000.0,12000.0
108080,S. Lichtsteiner,Stephan Lichtsteiner,Switzerland,Italian Serie A,Juventus,33,1984-01-16,182.0,75.0,8500000.0,115000.0
104389,R. Jarstein,Rune Almenning Jarstein,Norway,German Bundesliga,Hertha BSC Berlin,32,1984-09-29,190.0,82.0,12500000.0,30000.0
231677,M. Rashford,Marcus Rashford,England,English Premier League,Manchester United,19,1997-10-31,185.0,70.0,26500000.0,74000.0
230666,Gabriel Jesus,Gabriel Fernando de Jesus,Brazil,English Premier League,Manchester City,20,1997-04-03,175.0,73.0,31000000.0,115000.0
227928,Nélson Semedo,Nélson Cabral Semedo,Portugal,Spanish Primera División,FC Barcelona,23,1993-11-16,177.0,67.0,20500000.0,125000.0
227055,Gelson Martins,Gelson Dany Batalha Martins,Portugal,Portuguese Primeira Liga,Sporting CP,22,1995-05-11,173.0,65.0,25000000.0,20000.0
222737,Malcom,Malcom Filipe Silva de Oliveira,Brazil,French Ligue 1,Girondins de Bordeaux,20,1997-02-26,171.0,75.0,25000000.0,47000.0
222028,J. Weigl,Julian Weigl,Germany,German Bundesliga,Borussia Dortmund,21,1995-09-08,186.0,72.0,21000000.0,46000.0
220793,D. Sánchez,Davinson Sánchez,Colombia,English Premier League,Tottenham Hotspur,21,1996-06-12,187.0,79.0,21500000.0,70000.0
217699,I. Slimani,Islam Slimani,Algeria,English Premier League,Leicester City,29,1988-06-18,188.0,83.0,18000000.0,92000.0
216354,A. Kramarić,Andrej Kramarić,Croatia,German Bundesliga,TSG 1899 Hoffenheim,26,1991-06-19,177.0,73.0,22000000.0,50000.0
216352,M. Brozović,Marcelo Brozović,Croatia,Italian Serie A,Inter,24,1992-11-16,181.0,68.0,23000000.0,64000.0
216201,Williams,Iñaki Williams Arthuer,Spain,Spanish Primera División,Athletic Club de Bilbao,23,1994-06-15,186.0,77.0,24500000.0,31000.0
216194,Dani García,Daniel Garcia Carrillo,Spain,Spanish Primera División,SD Eibar,27,1990-05-01,180.0,75.0,17000000.0,26000.0
213661,A. Christensen,Andreas Christensen,Denmark,English Premier League,Chelsea,21,1996-04-10,188.0,78.0,24000000.0,86000.0
212622,J. Kimmich,Joshua Kimmich,Germany,German Bundesliga,FC Bayern Munich,22,1995-02-08,176.0,70.0,20500000.0,81000.0
211368,Bruma,Armindo Tué Na Bangna,Portugal,German Bundesliga,RB Leipzig,22,1994-10-24,173.0,70.0,24000000.0,63000.0
210935,D. Berardi,Domenico Berardi,Italy,Italian Serie A,Sassuolo,22,1994-08-01,183.0,72.0,24500000.0,62000.0
210008,A. Rabiot,Adrien Rabiot,France,French Ligue 1,Paris Saint-Germain,22,1995-04-03,188.0,71.0,23500000.0,77000.0
209889,R. Guerreiro,Raphaël Guerreiro,Portugal,German Bundesliga,Borussia Dortmund,23,1993-12-22,170.0,71.0,24000000.0,58000.0
208830,J. Vardy,Jamie Vardy,England,English Premier League,Leicester City,30,1987-01-11,179.0,74.0,17000000.0,89000.0
208670,H. Ziyech,Hakim Ziyech,Morocco,Holland Eredivisie,Ajax,24,1993-03-19,180.0,70.0,23000000.0,16000.0
207599,M. Keane,Michael Keane,England,English Premier League,Everton,24,1993-01-11,191.0,82.0,21000000.0,91000.0
205498,Jorginho,Luiz Frello Filho Jorge,Italy,Italian Serie A,Napoli,25,1991-12-20,180.0,65.0,22000000.0,71000.0
203747,Héctor Bellerín,Héctor Bellerín Moruno,Spain,English Premier League,Arsenal,22,1995-03-19,178.0,74.0,21000000.0,91000.0
203042,J. Butland,Jack Butland,England,English Premier League,Stoke City,24,1993-03-10,196.0,95.0,18000000.0,50000.0
202685,S. Zaza,Simone Zaza,Italy,Spanish Primera División,Valencia CF,26,1991-06-25,186.0,84.0,21000000.0,44000.0
202371,T. Meunier,Thomas Meunier,Belgium,French Ligue 1,Paris Saint-Germain,25,1991-09-12,190.0,88.0,18500000.0,77000.0
201995,Felipe Anderson,Felipe Anderson Pereira Gomes,Brazil,Italian Serie A,Lazio,24,1993-04-15,175.0,70.0,24000000.0,57000.0
201400,Rafinha,Rafael Alcântara,Brazil,Spanish Primera División,FC Barcelona,24,1993-02-12,174.0,71.0,23500000.0,140000.0
200724,Nacho Fernández,José Ignacio Fernández Iglesias,Spain,Spanish Primera División,Real Madrid CF,27,1990-01-18,179.0,75.0,17500000.0,145000.0
199987,J. Cillessen,Jasper Cillessen,Netherlands,Spanish Primera División,FC Barcelona,28,1989-04-22,185.0,83.0,15000000.0,125000.0
199564,Sergi Roberto,Sergio Roberto Carnicer,Spain,Spanish Primera División,FC Barcelona,25,1992-02-07,178.0,68.0,19500000.0,140000.0
199451,W. Ben Yedder,Wissam Ben Yedder,France,Spanish Primera División,Sevilla FC,26,1990-08-12,170.0,68.0,21000000.0,26000.0
199354,Lucas Pérez,Lucas Pérez Martínez,Spain,Spanish Primera División,RC Deportivo de La Coruña,28,1988-09-10,180.0,73.0,18500000.0,135000.0
199189,R. Barkley,Ross Barkley,England,English Premier League,Everton,23,1993-12-05,189.0,76.0,23000000.0,105000.0
198951,C. Bakambu,Cédric Bakambu,DR Congo,Spanish Primera División,Villarreal CF,26,1991-04-11,182.0,73.0,22500000.0,45000.0
198717,W. Zaha,Wilfried Zaha,Ivory Coast,English Premier League,Crystal Palace,24,1992-11-10,180.0,66.0,22500000.0,60000.0
198141,Bartra,Marc Bartra Aregall,Spain,German Bundesliga,Borussia Dortmund,26,1991-01-15,184.0,73.0,18000000.0,61000.0
197853,S. Aurier,Serge Aurier,Ivory Coast,English Premier League,Tottenham Hotspur,24,1992-12-24,176.0,76.0,19000000.0,79000.0
197655,S. Coates,Sebastián Coates,Uruguay,Portuguese Primeira Liga,Sporting CP,26,1990-10-07,196.0,92.0,18000000.0,21000.0
197242,G. Krychowiak,Grzegorz Krychowiak,Poland,English Premier League,West Bromwich Albion,27,1990-01-29,186.0,85.0,17500000.0,81000.0
195365,K. Kampl,Kevin Kampl,Slovenia,German Bundesliga,RB Leipzig,26,1990-10-09,178.0,67.0,20500000.0,73000.0
195086,D. Lovren,Dejan Lovren,Croatia,English Premier League,Liverpool,27,1989-07-05,188.0,84.0,17500000.0,110000.0
193738,Y. Belhanda,Younès Belhanda,Morocco,Turkish Süper Lig,Galatasaray SK,27,1990-02-25,177.0,75.0,18500000.0,71000.0
193525,Mário Fernandes,Mário Figueira Fernandes,Russia,Russian Premier League,CSKA Moscow,26,1990-09-19,187.0,80.0,17000000.0,52000.0
193352,R. Rodríguez,Ricardo Rodríguez,Switzerland,Italian Serie A,Milan,24,1992-08-25,180.0,77.0,18500000.0,83000.0
193165,J. Corona,Jesús Corona,Mexico,Portuguese Primeira Liga,FC Porto,24,1993-01-06,173.0,62.0,23000000.0,17000.0
192789,Mario Gaspar,Mario Gaspar Pérez Martínez,Spain,Spanish Primera División,Villarreal CF,26,1990-11-24,182.0,74.0,18000000.0,38000.0
192638,Marcos Alonso,Marcos Alonso Mendoza,Spain,English Premier League,Chelsea,26,1990-12-28,188.0,84.0,17500000.0,115000.0
192318,M. Götze,Mario Götze,Germany,German Bundesliga,Borussia Dortmund,25,1992-06-03,176.0,75.0,22500000.0,63000.0
190941,L. Hrádecký,Lukáš Hrádecký,Finland,German Bundesliga,Eintracht Frankfurt,27,1989-11-24,190.0,80.0,14500000.0,28000.0
190584,Illarramendi,Asier Illarramendi,Spain,Spanish Primera División,Real Sociedad,27,1990-03-08,179.0,75.0,18000000.0,37000.0
190149,De Marcos,Oscar De Marcos Arana,Spain,Spanish Primera División,Athletic Club de Bilbao,28,1989-04-14,182.0,78.0,14000000.0,31000.0
189881,C. Smalling,Chris Smalling,England,English Premier League,Manchester United,27,1989-11-22,194.0,81.0,17000000.0,120000.0
189461,J. Wilshere,Jack Wilshere,England,English Premier League,Arsenal,25,1992-01-01,172.0,68.0,22000000.0,115000.0
189251,S. Rudy,Sebastian Rudy,Germany,German Bundesliga,FC Bayern Munich,27,1990-02-28,180.0,74.0,20000000.0,105000.0
188988,M. Lanzini,Manuel Lanzini,Argentina,English Premier League,West Ham United,24,1993-02-15,167.0,59.0,24500000.0,95000.0
188943,K. Trapp,Kevin Trapp,Germany,French Ligue 1,Paris Saint-Germain,26,1990-07-08,189.0,88.0,14500000.0,65000.0
188388,R. Boudebouz,Ryad Boudebouz,Algeria,Spanish Primera División,Real Betis Balompié,27,1990-02-19,177.0,74.0,20500000.0,32000.0
188005,Camacho,Ignacio Camacho Barnola,Spain,German Bundesliga,VfL Wolfsburg,27,1990-05-04,183.0,75.0,18000000.0,66000.0
187961,Paulinho,José Paulo Bezerra M. Júnior,Brazil,Spanish Primera División,FC Barcelona,28,1988-07-25,181.0,81.0,17500000.0,165000.0
185431,N. Kalinić,Nikola Kalinić,Croatia,Italian Serie A,Milan,29,1988-01-05,187.0,80.0,18000000.0,84000.0
184942,Giuliano,Giuliano Victor de Paula,Brazil,Turkish Süper Lig,Fenerbahçe SK,27,1990-05-31,172.0,68.0,20500000.0,80000.0
183900,D. Perotti,Diego Perotti,Argentina,Italian Serie A,Roma,28,1988-07-26,179.0,70.0,18000000.0,84000.0
183498,M. Parolo,Marco Parolo,Italy,Italian Serie A,Lazio,32,1985-01-25,184.0,75.0,13500000.0,60000.0
183483,K. Mitroglou,Konstantinos Mitroglou,Greece,French Ligue 1,Olympique de Marseille,29,1988-03-12,188.0,89.0,18000000.0,44000.0
183285,M. Sakho,Mamadou Sakho,France,English Premier League,Crystal Palace,27,1990-02-13,187.0,83.0,17000000.0,63000.0
183280,A. Rami,Adil Rami,France,French Ligue 1,Olympique de Marseille,31,1985-12-27,190.0,90.0,12000000.0,35000.0
181820,S. Jovetić,Stevan Jovetić,Montenegro,French Ligue 1,AS Monaco,27,1989-11-02,183.0,79.0,21000000.0,48000.0
180216,S. Coleman,Séamus Coleman,Republic of Ireland,English Premier League,Everton,28,1988-10-11,177.0,67.0,14000000.0,115000.0
179645,S. Kjær,Simon Kjær,Denmark,Spanish Primera División,Sevilla FC,28,1989-03-26,189.0,90.0,16000000.0,23000.0
